,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-885.0,0.569,0.1472,0.0808,0.929,0.062,-885.0,-900,-870,0.0808
-875.0,0.569,0.1472,0.0498,0.929,0.062,-875.0,-890,-860,0.0498
-865.0,0.569,0.1472,0.0305,0.929,0.062,-865.0,-880,-850,0.0305
-855.0,0.569,0.1472,0.0468,0.929,0.062,-855.0,-870,-840,0.0468
-845.0,0.569,0.1472,0.1305,0.929,0.062,-845.0,-860,-830,0.1305
-835.0,0.569,0.1472,0.2237,0.929,0.062,-835.0,-850,-820,0.2237
-825.0,0.569,0.1472,0.2943,0.929,0.062,-825.0,-840,-810,0.2943
-815.0,0.569,0.1472,0.2503,0.929,0.062,-815.0,-830,-800,0.2503
-805.0,0.569,0.1472,0.1726,0.929,0.062,-805.0,-820,-790,0.1726
-795.0,0.569,0.1472,0.1826,0.929,0.062,-795.0,-810,-780,0.1826
-785.0,0.569,0.1472,0.1507,0.929,0.062,-785.0,-800,-770,0.1507
-775.0,0.569,0.1472,0.1258,0.929,0.062,-775.0,-790,-760,0.1258
-765.0,0.569,0.1472,0.1402,0.929,0.062,-765.0,-780,-750,0.1402
-755.0,0.569,0.1472,0.1851,0.929,0.062,-755.0,-770,-740,0.1851
-745.0,0.569,0.1472,0.1561,0.929,0.062,-745.0,-760,-730,0.1561
-735.0,0.569,0.1472,0.0831,0.929,0.062,-735.0,-750,-720,0.0831
-725.0,0.569,0.1472,0.0834,0.929,0.062,-725.0,-740,-710,0.0834
-715.0,0.569,0.1472,0.1469,0.929,0.062,-715.0,-730,-700,0.1469
-705.0,0.569,0.1472,0.1149,0.929,0.062,-705.0,-720,-690,0.1149
-695.0,0.569,0.1472,0.1022,0.929,0.062,-695.0,-710,-680,0.1022
-685.0,0.569,0.1472,0.0729,0.929,0.062,-685.0,-700,-670,0.0729
-675.0,0.569,0.1472,0.1035,0.929,0.062,-675.0,-690,-660,0.1035
-665.0,0.569,0.1472,0.0752,0.929,0.062,-665.0,-680,-650,0.0752
-655.0,0.569,0.1472,0.0973,0.929,0.062,-655.0,-670,-640,0.0973
-645.0,0.569,0.1472,0.1303,0.929,0.062,-645.0,-660,-630,0.1303
-635.0,0.569,0.1472,0.1506,0.929,0.062,-635.0,-650,-620,0.1506
-625.0,0.569,0.1472,0.1487,0.929,0.062,-625.0,-640,-610,0.1487
-615.0,0.569,0.1472,0.1165,0.929,0.062,-615.0,-630,-600,0.1165
-605.0,0.569,0.1472,0.0817,0.929,0.062,-605.0,-620,-590,0.0817
-595.0,0.569,0.1472,0.0874,0.929,0.062,-595.0,-610,-580,0.0874
-585.0,0.569,0.1472,0.0921,0.929,0.062,-585.0,-600,-570,0.0921
-575.0,0.569,0.1472,0.1026,0.929,0.062,-575.0,-590,-560,0.1026
-565.0,0.569,0.1472,0.0943,0.929,0.062,-565.0,-580,-550,0.0943
-555.0,0.569,0.1472,0.0455,0.929,0.062,-555.0,-570,-540,0.0455
-545.0,0.569,0.1472,0.0369,0.929,0.062,-545.0,-560,-530,0.0369
-535.0,0.569,0.1472,0.01,0.929,0.062,-535.0,-550,-520,0.01
-525.0,0.569,0.1472,0.0301,0.929,0.062,-525.0,-540,-510,0.0301
-515.0,0.569,0.1472,0.0633,0.929,0.062,-515.0,-530,-500,0.0633
-505.0,0.569,0.1472,0.0873,0.929,0.062,-505.0,-520,-490,0.0873
-495.0,0.569,0.1472,0.0826,0.929,0.062,-495.0,-510,-480,0.0826
-485.0,0.569,0.1472,0.0948,0.929,0.062,-485.0,-500,-470,0.0948
-475.0,0.569,0.1472,0.1405,0.929,0.062,-475.0,-490,-460,0.1405
-465.0,0.569,0.1472,0.2272,0.929,0.062,-465.0,-480,-450,0.2272
-455.0,0.569,0.1472,0.2131,0.929,0.062,-455.0,-470,-440,0.2131
-445.0,0.569,0.1472,0.2354,0.929,0.062,-445.0,-460,-430,0.2354
-435.0,0.569,0.1472,0.1846,0.929,0.062,-435.0,-450,-420,0.1846
-425.0,0.569,0.1472,0.1565,0.929,0.062,-425.0,-440,-410,0.1565
-415.0,0.569,0.1472,0.0696,0.929,0.062,-415.0,-430,-400,0.0696
-405.0,0.569,0.1472,0.0645,0.929,0.062,-405.0,-420,-390,0.0645
-395.0,0.569,0.1472,0.0596,0.929,0.062,-395.0,-410,-380,0.0596
-385.0,0.569,0.1472,0.0773,0.929,0.062,-385.0,-400,-370,0.0773
-375.0,0.569,0.1472,0.1108,0.929,0.062,-375.0,-390,-360,0.1108
-365.0,0.569,0.1472,0.1078,0.929,0.062,-365.0,-380,-350,0.1078
-355.0,0.569,0.1472,0.1263,0.929,0.062,-355.0,-370,-340,0.1263
-345.0,0.569,0.1472,0.0873,0.929,0.062,-345.0,-360,-330,0.0873
-335.0,0.569,0.1472,0.0612,0.929,0.062,-335.0,-350,-320,0.0612
-325.0,0.569,0.1472,0.0348,0.929,0.062,-325.0,-340,-310,0.0348
-315.0,0.569,0.1472,0.0503,0.929,0.062,-315.0,-330,-300,0.0503
-305.0,0.569,0.1472,0.137,0.929,0.062,-305.0,-320,-290,0.137
-295.0,0.569,0.1472,0.0958,0.929,0.062,-295.0,-310,-280,0.0958
-285.0,0.569,0.1472,0.1102,0.929,0.062,-285.0,-300,-270,0.1102
-275.0,0.569,0.1472,0.1387,0.929,0.062,-275.0,-290,-260,0.1387
-265.0,0.569,0.1472,0.1678,0.929,0.062,-265.0,-280,-250,0.1678
-255.0,0.569,0.1472,0.1441,0.929,0.062,-255.0,-270,-240,0.1441
-245.0,0.569,0.1472,0.0887,0.929,0.062,-245.0,-260,-230,0.0887
-235.0,0.569,0.1472,0.2019,0.929,0.062,-235.0,-250,-220,0.2019
-225.0,0.569,0.1472,0.1807,0.929,0.062,-225.0,-240,-210,0.1807
-215.0,0.569,0.1472,0.1583,0.929,0.062,-215.0,-230,-200,0.1583
-205.0,0.569,0.1472,0.0582,0.929,0.062,-205.0,-220,-190,0.0582
-195.0,0.569,0.1472,0.1045,0.929,0.062,-195.0,-210,-180,0.1045
-185.0,0.569,0.1472,0.152,0.929,0.062,-185.0,-200,-170,0.152
-175.0,0.569,0.1472,0.1671,0.929,0.062,-175.0,-190,-160,0.1671
-165.0,0.569,0.1472,0.1201,0.929,0.062,-165.0,-180,-150,0.1201
-155.0,0.569,0.1472,0.0889,0.929,0.062,-155.0,-170,-140,0.0889
-145.0,0.569,0.1472,0.0748,0.929,0.062,-145.0,-160,-130,0.0748
-135.0,0.569,0.1472,0.0687,0.929,0.062,-135.0,-150,-120,0.0687
-125.0,0.569,0.1472,0.0975,0.929,0.062,-125.0,-140,-110,0.0975
-115.0,0.569,0.1472,0.073,0.929,0.062,-115.0,-130,-100,0.073
-105.0,0.569,0.1472,0.1008,0.929,0.062,-105.0,-120,-90,0.1008
-95.0,0.569,0.1472,0.079,0.929,0.062,-95.0,-110,-80,0.079
-85.0,0.569,0.1472,0.0837,0.929,0.062,-85.0,-100,-70,0.0837
-75.0,0.569,0.1472,0.0687,0.929,0.062,-75.0,-90,-60,0.0687
-65.0,0.569,0.1472,0.0568,0.929,0.062,-65.0,-80,-50,0.0568
-55.0,0.569,0.1472,0.0805,0.929,0.062,-55.0,-70,-40,0.0805
-45.0,0.569,0.1472,0.1019,0.929,0.062,-45.0,-60,-30,0.1019
-35.0,0.569,0.1472,0.1251,0.929,0.062,-35.0,-50,-20,0.1251
-25.0,0.569,0.1472,0.1272,0.929,0.062,-25.0,-40,-10,0.1272
-15.0,0.569,0.1472,0.1079,0.929,0.062,-15.0,-30,0,0.1079
-5.0,0.569,0.1472,0.0871,0.929,0.062,-5.0,-20,10,0.0871
5.0,0.569,0.1472,0.0753,0.929,0.062,5.0,-10,20,0.0753
15.0,0.569,0.1472,-0.0646,0.929,0.062,15.0,0,30,-0.0646
25.0,0.569,0.1472,0.3056,0.929,0.062,25.0,10,40,0.3056
35.0,0.569,0.1472,0.3083,0.929,0.062,35.0,20,50,0.3083
45.0,0.569,0.1472,0.2449,0.929,0.062,45.0,30,60,0.2449
